  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
    5756,          Green Curry Bun,      1,      1,             1000,       5,      1,      1,            10000,       5
    5757,                      Ylw,      1,      1,             5000,       5,      1,      1,            20000,       5
    5758,          Black Curry Bun,      1,      1,             4000,       5,      1,      1,            20000,       5
    5759,            Red Curry Bun,      1,      1,             5000,       5,      1,      1,            15000,       5
    5760,             Kohlrouladen,      1,      1,            10000,       5,      0,      1,                1,       5
    5761,          Kohlrouladen +1,      1,      1,            40000,       5,      0,      1,                1,       5
    5762,                        G,      1,      1,           150000,       5,      1,      1,            20000,       5
    5763,                        Y,      1,      1,             4000,       5,      1,      1,            50000,       5
    5764,                        B,      1,      1,             5000,       5,      1,      1,            40000,       5
    5765,                        R,      1,      1,            20000,       5,      1,      1,           150000,       5
    5766,             Butter Crepe,      1,      1,             1000,       5,      1,      1,            10000,       5
    5767,             Crepe Delice,      1,      1,                2,       5,      0,      1,                1,       5
    5769,                   Popper,      1,      1,             2000,       5,      1,      1,             7500,       5
    5770,           Super Reraiser,      1,      1,             5000,       5,      0,      1,                1,       5
    5771,                 Ham & Ch,      1,      1,             1000,       5,      1,      1,            15000,       5
    5772,           Crepe Paysanne,      1,      1,             1000,       5,      1,      1,            10000,       5
    5773,           Mushroom Crepe,      1,      1,             1000,       5,      1,      1,            45000,       5
    5774,         Crepe Forestiere,      1,      1,            10000,       5,      1,      1,           200000,       5
    5775,          Chocolate Crepe,      1,      1,             1000,       5,      1,      1,            20000,       5
    5776,            Crepe Caprice,      1,      1,             5000,       5,      0,      1,                1,       5
    5777,               Pear Crepe,      1,      1,             4000,       5,      1,      1,            25000,       5
    5778,                  Crepe B,      1,      1,            20000,       5,      1,      1,           120000,       5
    5779,           Cherry Macaron,      1,      1,             1000,       5,      1,      1,            10000,       5
    5780,           Coffee Macaron,      1,      1,             2000,       5,      1,      1,            20000,       5
    5781,           Kitron Macaron,      1,      1,             5000,       5,      1,      1,            80000,       5
    5782,               Sugar Rusk,      1,      1,             1000,       5,      1,      1,            10000,       5
    5783,           Chocolate Rusk,      1,      1,              500,       5,      1,      1,             6000,       5
    5784,             Coconut Rusk,      1,      1,             4000,       5,      1,      1,            30000,       5
    5812,                 Blowfish,      1,      1,             1129,       5,      1,      1,                1,       5
    5813,               Dorado Gar,      1,      1,                1,       5,      0,      1,                1,       5
    5814,               Crocodilos,      1,      1,                7,       5,      0,      1,                1,       5
    5815,                 Pelazoea,      1,      1,             1000,       5,      0,      1,                1,       5
    5816,               King Perch,      1,      1,                7,       5,      0,      1,                1,       5
    5819,           Antlion Quiver,      1,      1,             3000,       5,      1,      1,            50000,       5
    5820,                      Dkl,      1,      1,             4000,       5,      1,      1,            50000,       5
    5821,                      Fsn,      1,      1,             4000,       5,      1,      1,            60000,       5
    5822,                      Dwm,      1,      1,            20000,       5,      1,      1,           300000,       5
    5823,                      Obr,      1,      1,             5000,       5,      1,      1,           400000,       5
    5859,                      Glk,      1,      1,             2000,       5,      1,      1,            20000,       5
    5860,                      Glk,      1,      1,             5000,       5,      1,      1,            25000,       5
    5861,                      Glk,      1,      1,             5000,       5,      1,      1,            55000,       5
    5862,                      Glk,      1,      1,                1,       5,      1,      1,            10000,       5
    5863,                   Toolbg,      1,      1,            20000,       5,      1,      1,           120000,       5
    5864,          Toolbag (Jinko),      1,      1,            10000,       5,      1,      1,           120000,       5
    5865,          Toolbag (Ryuno),      1,      1,            20000,       5,      0,      1,                1,       5
    5866,           Toolbag (Moku),      1,      1,             6500,       5,      1,      1,            80000,       5
    5867,            Toolbag (Ino),      1,      1,            20000,       5,      1,      1,           200000,       5
    5868,          Toolbag (Shika),      1,      1,            30000,       5,      1,      1,           250000,       5
    5869,            Toolbag (Cho),      1,      1,            29000,       5,      1,      1,           250000,       5
    5870,          Trump Card Case,      1,      1,            20000,       5,      1,      1,           150000,       5
    5871,            Ruszor Quiver,      1,      1,             3000,       5,      1,      1,            54500,       5
    5872,                        D,      1,      1,             5000,       5,      1,      1,           100000,       5
    5873,                        D,      1,      1,            20000,       5,      1,      1,           500000,       5
    5881,            Shisai Kaboku,      1,      1,             4955,       5,      1,      1,            10000,       5
    5882,             Marine Bliss,      1,      1,             1000,       5,      1,      1,            10000,       5
    5883,             Falling Star,      1,      1,             1000,       5,      1,      1,            10000,       5
    5885,                  Saltena,      1,      1,             5000,       5,      1,      1,            50000,       5
    5886,                  Elshena,      1,      1,            10000,       5,      1,      1,           100000,       5
    5887,                 Montagna,      1,      1,             4000,       5,      1,      1,            40000,       5
    5888,                 Maringna,      1,      1,            30000,       5,      1,      1,           200000,       5
    5889,           Stuffed Pitaru,      1,      1,             6000,       5,      1,      1,            55000,       5
    5890,           Poultry Pitaru,      1,      1,            10000,       5,      1,      1,            80000,       5
    5891,           Seafood Pitaru,      1,      1,            30000,       5,      1,      1,            50000,       5
    5892,                        B,      1,      1,             7000,       5,      1,      1,            71100,       5
    5907,             Winterflower,      1,      1,             3000,       5,      1,      1,            40000,       5
    5908,               Butterpear,      1,      1,             1000,       5,      1,      1,             5000,       5
    5912,                   Gargou,      1,      1,            10500,       5,      1,      1,            90000,       5
    5914,                        O,      1,      1,            50000,       5,      1,      1,          1200000,       5
    5915,                        A,      1,      1,            15000,       5,      1,      1,          1550000,       5
    6041,                Pyrohelix,      1,      1,            20000,       5,      0,      1,                1,       5
    6042,               Hydrohelix,      1,      1,            20000,       5,      0,      1,                1,       5
    6043,                Ionohelix,      1,      1,            20000,       5,      0,      1,                1,       5
    6044,                Cryohelix,      1,      1,            20000,       5,      0,      1,                1,       5
    6045,                 Geohelix,      1,      1,            20000,       5,      0,      1,                1,       5
    6046,               Anemohelix,      1,      1,            20000,       5,      0,      1,                1,       5
    6047,              Luminohelix,      1,      1,            20000,       5,      0,      1,                1,       5
    6048,               Noctohelix,      1,      1,            20000,       5,      0,      1,                1,       5
    6049,                Firestorm,      1,      1,            20000,       5,      0,      1,                1,       5
    6050,                Rainstorm,      1,      1,            20000,       5,      0,      1,                1,       5
    6051,             Thunderstorm,      1,      1,            20000,       5,      0,      1,                1,       5
    6052,                Hailstorm,      1,      1,            20000,       5,      0,      1,                1,       5
    6053,                Sandstorm,      1,      1,            20000,       5,      0,      1,                1,       5
    6054,                Windstorm,      1,      1,            20000,       5,      0,      1,                1,       5
    6055,              Aurorastorm,      1,      1,            20000,       5,      0,      1,                1,       5
    6056,                Voidstorm,      1,      1,            20000,       5,      0,      1,                1,       5
    6059,             Animus Augeo,      1,      1,            13000,       5,      0,      1,                1,       5
    6060,             Animus Minuo,      1,      1,             5000,       5,      0,      1,                1,       5
    6061,                Adloquium,      1,      1,             5000,       5,      0,      1,                1,       5
   10453,           Praeco Doublet,      1,      1,            80000,       5,      0,      1,                1,       5
   10454,              Asura Samue,      1,      1,           120000,       5,      0,      1,                1,       5
   10455,           Asura Samue +1,      1,      1,           800000,       5,      0,      1,                1,       5
   10456,               Avant Mail,      1,      1,            20000,       5,      0,      1,                1,       5
   10457,            Avant Mail +1,      1,      1,            80000,       5,      0,      1,                1,       5
   10458,           Kacura Harness,      1,      1,            50000,       5,      0,      1,                1,       5
   10459,        Kacura Harness +1,      1,      1,           625000,       5,      0,      1,                1,       5
   10460,              Sweven Coat,      1,      1,           240000,       5,      0,      1,                1,       5
  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
   10461,           Sweven Coat +1,      1,      1,          1000000,       5,      0,      1,                1,       5
   10503,             Brego Gloves,      1,      1,            10000,       5,      0,      1,                1,       5
   10504,        Iuvenalis Mittens,      1,      1,           560000,       5,      0,      1,                1,       5
   10506,          Avant Gauntlets,      1,      1,            30000,       5,      0,      1,                1,       5
   10507,       Avant Gauntlets +1,      1,      1,            30000,       5,      0,      1,                1,       5
   10508,           Kacura Mittens,      1,      1,            40000,       5,      0,      1,                1,       5
   10509,        Kacura Mittens +1,      1,      1,            40000,       5,      0,      1,                1,       5
   10510,             Sweven Mitts,      1,      1,           100000,       5,      0,      1,                1,       5
   10511,          Sweven Mitts +1,      1,      1,           200000,       5,      0,      1,                1,       5
   10603,            Scopuli Nails,      1,      1,            10000,       5,      0,      1,                1,       5
   10604,           Avant Leggings,      1,      1,            40000,       5,      0,      1,                1,       5
   10605,        Avant Leggings +1,      1,      1,           555000,       5,      0,      1,                1,       5
   10606,          Kacura Leggings,      1,      1,            45686,       5,      0,      1,                1,       5
   10607,       Kacura Leggings +1,      1,      1,            30000,       5,      0,      1,                1,       5
   10608,             Sweven Boots,      1,      1,            30000,       5,      0,      1,                1,       5
   10609,          Sweven Boots +1,      1,      1,          1000000,       5,      0,      1,                1,       5
   10750,            Tyrant's Ring,      1,      1,            50000,       5,      0,      1,                1,       5
   10751,           Valseur's Ring,      1,      1,           350000,       5,      0,      1,                1,       5
   10752,              Prolix Ring,      1,      1,           900000,       5,      0,      1,                1,       5
   10753,          Paguroidea Ring,      1,      1,           500000,       5,      0,      1,                1,       5
   10762,               Angha Ring,      1,      1,            20000,       5,      0,      1,                1,       5
   10763,              Poeas' Ring,      1,      1,            20000,       5,      0,      1,                1,       5
   10764,           Sheltered Ring,      1,      1,           500000,       5,      0,      1,                1,       5
   10765,           Arvina Ringlet,      1,      1,            20000,       5,      0,      1,                1,       5
   10766,             Lunette Ring,      1,      1,            10000,       5,      0,      1,                1,       5
   10800,       Castellan's Shield,      1,      1,            20000,       5,      0,      1,                1,       5
   10801,          Psychist Shield,      1,      1,            30000,       5,      0,      1,                1,       5
   10802,         Majorelle Shield,      1,      1,           300000,       5,      0,      1,                1,       5
   10803,        Weathering Shield,      1,      1,            20000,       5,      0,      1,                1,       5
   10804,            Thuellaic Ecu,      1,      1,            10000,       5,      0,      1,                1,       5
   10814,              Corvax Sash,      1,      1,             1000,       5,      0,      1,                1,       5
   10816,       Glassblower's Belt,      1,      1,           300000,       5,      0,      1,                1,       5
   10817,            Moepapa Stone,      1,      1,            50000,       5,      0,      1,                1,       5
   10819,               Flume Belt,      1,      1,          1500000,       5,      0,      1,                1,       5
   10820,            Bishop's Sash,      1,      1,           100000,       5,      0,      1,                1,       5
   10821,             Olympus Sash,      1,      1,            35000,       5,      0,      1,                1,       5
   10822,           Harfner's Sash,      1,      1,           800000,       5,      0,      1,                1,       5
   10823,           Cimmerian Sash,      1,      1,          1000000,       5,      0,      1,                1,       5
   10824,               Casso Sash,      1,      1,          2500000,       5,      0,      1,                1,       5
   10825,            Chiner's Belt,      1,      1,            20000,       5,      0,      1,                1,       5
   10826,              Witful Belt,      1,      1,           955000,       5,      0,      1,                1,       5
   10827,            Prosilio Belt,      1,      1,           195000,       5,      0,      1,                1,       5
   10828,          Windbuffet Belt,      1,      1,           200000,       5,      0,      1,                1,       5
   10829,              Artful Belt,      1,      1,            30000,       5,      0,      1,                1,       5
   10830,           Artful Belt +1,      1,      1,           800000,       5,      0,      1,                1,       5
   10864,                    Ocelo,      1,      1,            20000,       5,      0,      1,                1,       5
   10865,               Nefer Khat,      1,      1,           200000,       5,      0,      1,                1,       5
   10866,               Mekira-oto,      1,      1,            10000,       5,      0,      1,                1,       5
   10867,                      Oce,      1,      1,           360000,       5,      0,      1,                1,       5
   10868,            Nefer Khat +1,      1,      1,          1390000,       5,      0,      1,                1,       5
   10869,            Mekira-oto +1,      1,      1,            39500,       5,      0,      1,                1,       5
   10871,           Pandinus Beret,      1,      1,            45000,       5,      0,      1,                1,       5
   10872,              Ruach Crown,      1,      1,            10000,       5,      0,      1,                1,       5
   10873,          Theia's Hairpin,      1,      1,            10000,       5,      0,      1,                1,       5
   10874,             Chersos Helm,      1,      1,          1500000,       5,      0,      1,                1,       5
   10879,             Hreysti Helm,      1,      1,            10000,       5,      0,      1,                1,       5
   10880,             Praeco Beret,      1,      1,            50000,       5,      0,      1,                1,       5
   10881,               Brego Helm,      1,      1,            10000,       5,      0,      1,                1,       5
   10882,            Smilodon Mask,      1,      1,            20000,       5,      0,      1,                1,       5
   10883,             Gallian Helm,      1,      1,            23000,       5,      0,      1,                1,       5
   10884,               Avant Helm,      1,      1,            20000,       5,      0,      1,                1,       5
   10885,            Avant Helm +1,      1,      1,           250000,       5,      0,      1,                1,       5
   10886,               Kacura Cap,      1,      1,            40000,       5,      0,      1,                1,       5
   10887,            Kacura Cap +1,      1,      1,           800000,       5,      0,      1,                1,       5
   10888,            Sweven Corona,      1,      1,            50000,       5,      0,      1,                1,       5
   10889,         Sweven Corona +1,      1,      1,           500000,       5,      0,      1,                1,       5
   10914,          Muzzling Collar,      1,      1,                1,       5,      0,      1,                1,       5
   10915,       Muzzling Collar +1,      1,      1,           100000,       5,      0,      1,                1,       5
   10916,          Pacifying Chain,      1,      1,           100000,       5,      0,      1,                1,       5
   10917,       Pacifying Chain +1,      1,      1,           281477,       5,      0,      1,                1,       5
   10929,            Apathy Gorget,      1,      1,           150000,       5,      0,      1,                1,       5
   10930,             Veisa Collar,      1,      1,            50000,       5,      0,      1,                1,       5
   10931,            Rancor Collar,      1,      1,            70000,       5,      0,      1,                1,       5
   10932,           Oneiros Torque,      1,      1,            50000,       5,      0,      1,                1,       5
   10934,       Justiciar's Torque,      1,      1,           300000,       5,      0,      1,                1,       5
   10935,           Phrenic Torque,      1,      1,            45000,       5,      0,      1,                1,       5
   10936,            Wiglen Gorget,      1,      1,           545000,       5,      0,      1,                1,       5
   10937,         Calcitrant Stole,      1,      1,            20000,       5,      0,      1,                1,       5
   10939,           Dualism Collar,      1,      1,            10000,       5,      0,      1,                1,       5
   10941,          Tjukurrpa Medal,      1,      1,           200000,       5,      0,      1,                1,       5
   10942,             Aife's Medal,      1,      1,            50000,       5,      0,      1,                1,       5
   10943,            Moepapa Medal,      1,      1,           250000,       5,      0,      1,                1,       5
   10945,         Waylayer's Scarf,      1,      1,            10000,       5,      0,      1,                1,       5
   10946,             Coatl Gorget,      1,      1,           280000,       5,      0,      1,                1,       5
   10947,           Saevus Pendant,      1,      1,            10000,       5,      0,      1,                1,       5
   10957,         Stoicheion Medal,      1,      1,           500000,       5,      0,      1,                1,       5
   10958,         Nefarious Collar,      1,      1,            72500,       5,      0,      1,                1,       5
   10964,           Eloquence Cape,      1,      1,            20000,       5,      0,      1,                1,       5
   10965,        Eloquence Cape +1,      1,      1,           220000,       5,      0,      1,                1,       5
   10966,           Aisance Mantle,      1,      1,             1100,       5,      0,      1,                1,       5
   10967,        Aisance Mantle +1,      1,      1,           170000,       5,      0,      1,                1,       5
   10968,         Vigilance Mantle,      1,      1,             5000,       5,      0,      1,                1,       5
   10969,       Vigilance Mantle+1,      1,      1,            80000,       5,      0,      1,                1,       5
   10972,            Oneiros Cappa,      1,      1,            20000,       5,      0,      1,                1,       5
   10973,             Oneiros Cape,      1,      1,           194500,       5,      0,      1,                1,       5
   10974,             Mujin Mantle,      1,      1,            30000,       5,      0,      1,                1,       5
   10976,            Kaikias' Cape,      1,      1,            20000,       5,      0,      1,                1,       5
   10977,             Romanus Cape,      1,      1,            10000,       5,      0,      1,                1,       5
   10978,           Misuuchi Kappa,      1,      1,            50000,       5,      0,      1,                1,       5
   10979,         Balladeer's Cape,      1,      1,            40000,       5,      0,      1,                1,       5
  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
   10980,          Mollusca Mantle,      1,      1,          1050000,       5,      0,      1,                1,       5
   10981,               Chela Cape,      1,      1,            10000,       5,      0,      1,                1,       5
   10982,           Vimukti Mantle,      1,      1,           180000,       5,      0,      1,                1,       5
   10983,            Aife's Mantle,      1,      1,            50000,       5,      0,      1,                1,       5
   10984,         Tjukurrpa Mantle,      1,      1,           700000,       5,      0,      1,                1,       5
   10985,           Moondoe Mantle,      1,      1,            92500,       5,      0,      1,                1,       5
   10986,          Oretania's Cape,      1,      1,            20000,       5,      0,      1,                1,       5
   10987,             Meanagh Cape,      1,      1,            20000,       5,      0,      1,                1,       5
   10988,            Blithe Mantle,      1,      1,            20000,       5,      0,      1,                1,       5
   10989,            Tempered Cape,      1,      1,            30000,       5,      0,      1,                1,       5
   10990,            Engulfer Cape,      1,      1,            50000,       5,      0,      1,                1,       5
   10991,         Rancorous Mantle,      1,      1,            60000,       5,      0,      1,                1,       5
   11014,              Flame Pearl,      1,      1,           100000,       5,      0,      1,                1,       5
   11015,               Snow Pearl,      1,      1,           100000,       5,      0,      1,                1,       5
   11016,             Breeze Pearl,      1,      1,           100000,       5,      0,      1,                1,       5
   11017,               Soil Pearl,      1,      1,           100000,       5,      0,      1,                1,       5
   11018,            Thunder Pearl,      1,      1,           100000,       5,      0,      1,                1,       5
   11019,               Aqua Pearl,      1,      1,           100000,       5,      0,      1,                1,       5
   11020,              Light Pearl,      1,      1,            10000,       5,      0,      1,                1,       5
   11021,           Darkness Pearl,      1,      1,            35000,       5,      0,      1,                1,       5
   11022,           Vulcan's Pearl,      1,      1,          1000000,       5,      0,      1,                1,       5
   11024,           Auster's Pearl,      1,      1,          2250000,       5,      0,      1,                1,       5
   11025,            Terra's Pearl,      1,      1,          1000000,       5,      0,      1,                1,       5
   11026,          Jupiter's Pearl,      1,      1,          1900000,       5,      0,      1,                1,       5
   11027,          Neptune's Pearl,      1,      1,          1225000,       5,      0,      1,                1,       5
   11029,            Pluto's Pearl,      1,      1,          1300000,       5,      0,      1,                1,       5
   11030,          Oneiros Earring,      1,      1,            50000,       5,      0,      1,                1,       5
   11031,            Oneiros Pearl,      1,      1,            30000,       5,      0,      1,                1,       5
   11032,               Mujin Stud,      1,      1,            15000,       5,      0,      1,                1,       5
   11033,        Bruiser's Earring,      1,      1,            20000,       5,      0,      1,                1,       5
   11034,        Evergreen Earring,      1,      1,           300000,       5,      0,      1,                1,       5
   11036,                  Enchntr,      1,      1,           400000,       5,      0,      1,                1,       5
   11037,         Earthcry Earring,      1,      1,            20000,       5,      0,      1,                1,       5
   11038,        Dragonkin Earring,      1,      1,            15000,       5,      0,      1,                1,       5
   11039,        Brachyura Earring,      1,      1,           250000,       5,      0,      1,                1,       5
   11043,          Giant's Earring,      1,      1,            30000,       5,      0,      1,                1,       5
   11285,                     Mrgn,      1,      1,           180000,       5,      0,      1,                1,       5
   11286,       Avalon Breastplate,      1,      1,           100000,       5,      0,      1,                1,       5
   11287,          Antares Harness,      1,      1,            40000,       5,      0,      1,                1,       5
   11288,             Zahak's Mail,      1,      1,            30000,       5,      0,      1,                1,       5
   11289,              Ixion Cloak,      1,      1,            54500,       5,      0,      1,                1,       5
   11310,              Argent Coat,      1,      1,            50000,       5,      0,      1,                1,       5
   11311,             Platino Coat,      1,      1,           300000,       5,      0,      1,                1,       5
   11320,            Skeleton Robe,      1,      1,            30000,       5,      0,      1,                1,       5
   11338,           Aega's Doublet,      1,      1,            20000,       5,      0,      1,                1,       5
   11339,          Channeling Robe,      1,      1,             5000,       5,      0,      1,                1,       5
   11340,            Salutary Robe,      1,      1,            20000,       5,      0,      1,                1,       5
   11341,            Vivacity Coat,      1,      1,            30000,       5,      0,      1,                1,       5
   11344,            Styrne Byrnie,      1,      1,            15000,       5,      0,      1,                1,       5
   11345,            Alacer Aketon,      1,      1,            60000,       5,      0,      1,                1,       5
   11346,         Vela Justaucorps,      1,      1,            42500,       5,      0,      1,                1,       5
   11347,          Menetrier's Alb,      1,      1,            40000,       5,      0,      1,                1,       5
   11348,         Salutary Robe +1,      1,      1,            85000,       5,      0,      1,                1,       5
   11349,         Vivacity Coat +1,      1,      1,            80000,       5,      0,      1,                1,       5
   11351,         Alacer Aketon +1,      1,      1,           500000,       5,      0,      1,                1,       5
   11353,       Menetrier's Alb +1,      1,      1,            50000,       5,      0,      1,                1,       5
   11365,              Karasutengu,      1,      1,            10000,       5,      0,      1,                1,       5
   11370,         Junkenshi Habaki,      1,      1,            10000,       5,      0,      1,                1,       5
   11371,         Seikenshi Habaki,      1,      1,            50000,       5,      0,      1,                1,       5
   11372,         Junrenshi Habaki,      1,      1,            20000,       5,      0,      1,                1,       5
   11373,         Seirenshi Habaki,      1,      1,            50000,       5,      0,      1,                1,       5
   11374,         Junhanshi Habaki,      1,      1,            30000,       5,      0,      1,                1,       5
   11375,         Seihanshi Habaki,      1,      1,           350000,       5,      0,      1,                1,       5
   11379,          Hermes' Sandals,      1,      1,           200000,       5,      0,      1,                1,       5
   11380,       Hermes' Sandals +1,      1,      1,          2495000,       5,      0,      1,                1,       5
   11390,            Llwyd's Clogs,      1,      1,           200000,       5,      0,      1,                1,       5
   11391,           Emissary Boots,      1,      1,            50000,       5,      0,      1,                1,       5
   11407,          Mettle Leggings,      1,      1,            20000,       5,      0,      1,                1,       5
   11412,                      Mtt,      1,      1,            95500,       5,      0,      1,                1,       5
   11413,           Perle Solerets,      1,      1,            10000,       5,      0,      1,                1,       5
   11414,           Aurore Gaiters,      1,      1,            10000,       5,      0,      1,                1,       5
   11415,            Teal Pigaches,      1,      1,             5000,       5,      0,      1,                1,       5
   11418,              Poise Shoes,      1,      1,            10000,       5,      0,      1,                1,       5
   11419,              Lithe Boots,      1,      1,            10000,       5,      0,      1,                1,       5
   11420,         Ruffian Leggings,      1,      1,            50000,       5,      0,      1,                1,       5
   11421,            Missile Boots,      1,      1,            70000,       5,      0,      1,                1,       5
   11422,            Conduit Shoes,      1,      1,            30000,       5,      0,      1,                1,       5
   11423,          Rager Ledelsens,      1,      1,            25000,       5,      0,      1,                1,       5
   11424,           Gules Leggings,      1,      1,            45000,       5,      0,      1,                1,       5
   11425,        Gules Leggings +1,      1,      1,           370555,       5,      0,      1,                1,       5
   11426,           Versa Solerets,      1,      1,            35000,       5,      0,      1,                1,       5
   11427,        Versa Solerets +1,      0,      1,                1,       5,      0,      1,                1,       5
   11428,              Lore Sabots,      1,      1,            85000,       5,      0,      1,                1,       5
   11429,           Lore Sabots +1,      0,      1,                1,       5,      0,      1,                1,       5
   11444,            Frisky Sabots,      1,      1,            20000,       5,      0,      1,                1,       5
   11445,         Etamin Gambieras,      1,      1,             5000,       5,      0,      1,                1,       5
   11446,        Areion's Gamashes,      1,      1,             5000,       5,      0,      1,                1,       5
   11447,        Alcide's Leggings,      1,      1,            30000,       5,      0,      1,                1,       5
   11448,                     Alcd,      1,      1,           190000,       5,      0,      1,                1,       5
   11449,              Nemus Nails,      1,      1,            55000,       5,      0,      1,                1,       5
   11450,           Nemus Nails +1,      0,      1,                1,       5,      0,      1,                1,       5
   11451,          Nebula Pigaches,      1,      1,            25000,       5,      0,      1,                1,       5
   11452,              Nebula Pgch,      1,      1,           300000,       5,      0,      1,                1,       5
   11453,        Calmecac Leggings,      1,      1,           100000,       5,      0,      1,                1,       5
   11454,          Jingang Greaves,      1,      1,            40000,       5,      0,      1,                1,       5
   11455,          Menhit Leggings,      1,      1,            15000,       5,      0,      1,                1,       5
   11456,           Ryuga Sune-Ate,      1,      1,            20000,       5,      0,      1,                1,       5
   11457,         Eurus' Ledelsens,      1,      1,            20000,       5,      0,      1,                1,       5
   11459,       Savateur's Gaiters,      1,      1,            20000,       5,      0,      1,                1,       5
   11462,           Gigantes Boots,      1,      1,            50000,       5,      0,      1,                1,       5
  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
   11473,             Mirror Tiara,      1,      1,            40000,       5,      0,      1,                1,       5
   11474,             Louhi's Mask,      1,      1,            15000,       5,      0,      1,                1,       5
   11492,              Risky Patch,      1,      1,            50000,       5,      0,      1,                1,       5
   11493,        Precision Bandana,      1,      1,            30000,       5,      0,      1,                1,       5
   11494,              Circe's Hat,      1,      1,            30000,       5,      0,      1,                1,       5
   11495,                 Zeal Cap,      1,      1,           200000,       5,      0,      1,                1,       5
   11498,              Zeal Cap +1,      1,      1,          3000000,       5,      0,      1,                1,       5
   11503,             Perle Salade,      1,      1,            10000,       5,      0,      1,                1,       5
   11504,             Aurore Beret,      1,      1,             5000,       5,      0,      1,                1,       5
   11505,             Teal Chapeau,      1,      1,             2000,       5,      0,      1,                1,       5
   11525,            Maestria Mask,      1,      1,            10000,       5,      0,      1,                1,       5
   11526,              Bersail Cap,      1,      1,            10000,       5,      0,      1,                1,       5
   11527,           Hecate's Crown,      1,      1,            10000,       5,      0,      1,                1,       5
   11528,          Besieger Mantle,      1,      1,            30000,       5,      0,      1,                1,       5
   11530,        Exactitude Mantle,      1,      1,            20000,       5,      0,      1,                1,       5
   11532,              Accura Cape,      1,      1,             4000,       5,      0,      1,                1,       5
   11535,          Fowler's Mantle,      1,      1,            50000,       5,      0,      1,                1,       5
   11537,           Kinesis Mantle,      1,      1,            30000,       5,      0,      1,                1,       5
   11539,                    Exact,      1,      1,            40000,       5,      0,      1,                1,       5
   11540,           Accura Cape +1,      1,      1,           100000,       5,      0,      1,                1,       5
   11541,       Fowler's Mantle +1,      1,      1,           250000,       5,      0,      1,                1,       5
   11542,        Kinesis Mantle +1,      1,      1,           100000,       5,      0,      1,                1,       5
   11543,            Hecate's Cape,      1,      1,             1000,       5,      0,      1,                1,       5
   11556,             Sunbeam Cape,      1,      1,            20000,       5,      0,      1,                1,       5
   11557,            Fortis Mantle,      1,      1,            25000,       5,      0,      1,                1,       5
   11558,             Nifty Mantle,      1,      1,            10000,       5,      0,      1,                1,       5
   11559,            Ultion Mantle,      1,      1,            10000,       5,      0,      1,                1,       5
   11560,              Pedant Cape,      1,      1,            23609,       5,      0,      1,                1,       5
   11561,            Salvus Mantle,      1,      1,             5000,       5,      0,      1,                1,       5
   11562,          Sharpeye Mantle,      1,      1,             5000,       5,      0,      1,                1,       5
   11563,            Mesmeric Cape,      1,      1,            10000,       5,      0,      1,                1,       5
   11564,           Tiresias' Cape,      1,      1,            15000,       5,      0,      1,                1,       5
   11565,        Vellaunus' Mantle,      1,      1,            20000,       5,      0,      1,                1,       5
   11566,               Vates Cape,      1,      1,            85000,       5,      0,      1,                1,       5
   11567,        Aenotherus Mantle,      1,      1,           100000,       5,      0,      1,                1,       5
   11568,           Felicitas Cape,      1,      1,            20000,       5,      0,      1,                1,       5
   11569,          Fugacity Mantle,      1,      1,           100000,       5,      0,      1,                1,       5
   11570,              Forban Cape,      1,      1,            50000,       5,      0,      1,                1,       5
   11571,           Karagoz Mantle,      1,      1,           400000,       5,      0,      1,                1,       5
   11572,                Vita Cape,      1,      1,            30000,       5,      0,      1,                1,       5
   11573,              Blur Mantle,      1,      1,            10000,       5,      0,      1,                1,       5
   11574,            Potentia Cape,      1,      1,            10000,       5,      0,      1,                1,       5
   11575,           Grapevine Cape,      1,      1,           400000,       5,      0,      1,                1,       5
   11576,                Bond Cape,      1,      1,            10000,       5,      0,      1,                1,       5
   11578,         Tiercel Necklace,      1,      1,             5000,       5,      0,      1,                1,       5
   11579,            Fylgja Torque,      1,      1,           450000,       5,      0,      1,                1,       5
   11580,         Fylgja Torque +1,      1,      1,           950000,       5,      0,      1,                1,       5
   11581,               Ire Torque,      1,      1,            40000,       5,      0,      1,                1,       5
   11582,            Ire Torque +1,      1,      1,           300000,       5,      0,      1,                1,       5
   11583,                      Lmg,      1,      1,            30000,       5,      0,      1,                1,       5
   11584,                      Lmg,      1,      1,           100000,       5,      0,      1,                1,       5
   11606,         Arctier's Torque,      1,      1,            10000,       5,      0,      1,                1,       5
   11607,           Artemis' Medal,      1,      1,            10000,       5,      0,      1,                1,       5
   11608,         Barcarolle Medal,      1,      1,            30000,       5,      0,      1,                1,       5
   11609,        Shifting Necklace,      1,      1,           200000,       5,      0,      1,                1,       5
   11610,          Lacono Necklace,      1,      1,            20000,       5,      0,      1,                1,       5
   11611,           Aceso's Choker,      1,      1,           700000,       5,      0,      1,                1,       5
   11612,          Eidolon Pendant,      1,      1,            90000,       5,      0,      1,                1,       5
   11613,             Katipo Charm,      1,      1,            50000,       5,      0,      1,                1,       5
